Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45289222,Writers & Lovers,Lily King,"King, Lily",,,,0,4.05,Grove Press,Hardcover,320,2020,2020,,10/29/2021,to-read,to-read (#160),to-read,,,,0,0
29283884,"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,"Lee, Mackenzi",,0062382802,9780062382801,0,4.05,Katherine Tegen Books,Hardcover,528,2017,2017,,10/24/2021,to-read,to-read (#159),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,0385534635,9780385534635,5,4.03,Doubleday,Hardcover,387,2011,2011,10/23/2021,8/1/2021,favorites,favorites (#12),read,,,,1,0
30948,The Rise of Christianity,Rodney Stark,"Stark, Rodney",,0060677015,9780060677015,3,4.07,HarperOne,Paperback,272,1997,1996,10/20/2021,10/19/2021,,,read,,,,1,0
52483192,The House in the Cerulean Sea,T.J. Klune,"Klune, T.J.",,1250217318,9781250217318,5,4.45,Tor Books,Paperback,396,2020,2020,10/14/2021,4/3/2021,favorites,favorites (#11),read,,,,1,0
6262231,The Legend of Sleepy Hollow,Washington Irving,"Irving, Washington",,,,4,3.72,Public Domain Books,Kindle Edition,73,1992,1820,10/13/2021,7/29/2021,,,read,,,,1,0
36236125,Invisible Monsters,Chuck Palahniuk,"Palahniuk, Chuck",,0393355950,9780393355956,0,3.99,W. W. Norton  Company,Paperback,304,2018,1999,,10/13/2021,to-read,to-read (#158),to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,0393355942,9780393355949,0,4.19,W. W. Norton  Company,Paperback,224,2018,1996,,10/13/2021,to-read,to-read (#157),to-read,,,,0,0
462182,Rip Van Winkle,Washington Irving,"Irving, Washington",,1883789400,9781883789404,0,3.62,Black Dome Press,Paperback,61,2004,1819,,10/12/2021,to-read,to-read (#156),to-read,,,,0,0
18513,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,0345325818,9780345325815,0,3.98,Del Rey Books,Paperback,445,1985,1977,,8/2/2020,to-read,to-read (#155),to-read,,,,0,0
24874335,The Communist Manifesto,Karl Marx,"Marx, Karl",Friedrich Engels,0141397985,9780141397986,4,3.62,Penguin Classics,Paperback,52,2015,1848,10/12/2021,10/9/2021,,,read,,,,1,0
20326135,Things Fall Apart,Chinua Achebe,"Achebe, Chinua",,,,4,3.72,Anchor Books,Paperback,216,2009,1958,10/11/2021,10/11/2021,,,read,,,,1,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,0517189607,9780517189603,0,4.15,Children's Classics,Hardcover,331,1998,1911,,10/2/2021,to-read,to-read (#154),to-read,,,,0,0
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,1455586692,9781455586691,0,4.19,Grand Central Publishing,Hardcover,296,2016,2016,,9/30/2021,to-read,to-read (#153),to-read,,,,0,0
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,0805092994,9780805092998,5,4.15,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,9/28/2021,9/16/2021,,,read,,,,1,0
2052,The Big Sleep,Raymond Chandler,"Chandler, Raymond",,0394758285,9780394758282,0,3.96,Vintage Crime,Paperback,231,1988,1939,,9/24/2021,to-read,to-read (#152),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,1447273281,9781447273288,0,4.29,PanMacmillan,Hardcover,600,2015,2015,,9/24/2021,to-read,to-read (#151),to-read,,,,0,0
104,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",Brian Herbert,,,5,4.25,Ace Books,Paperback,528,2005,1965,4/25/2021,8/2/2020,favorites,favorites (#9),read,,,,1,0
28212,"And the Band Played On: Politics, People, and the AIDS Epidemic",Randy Shilts,"Shilts, Randy",William Greider,0312241356,9780312241353,0,4.37,Stonewall Inn Editions,Paperback,660,2000,1987,,9/20/2021,to-read,to-read (#150),to-read,,,,0,0
248596,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,"Bradbury, Ray",,0380729407,9780380729401,4,3.92,Harper Voyager,Mass Market Paperback,293,1998,1962,9/17/2021,5/21/2021,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,0142000655,9780142000656,0,4.39,Penguin Books,Paperback,601,2002,1952,,9/16/2021,to-read,to-read (#149),to-read,,,,0,0
25663542,Silence,Shūsaku Endō,"Endō, Shūsaku","William Johnston, Martin Scorsese",1250082277,9781250082275,4,4.08,Picador Modern Classics,Paperback,212,2017,1966,9/15/2021,9/15/2021,,,read,,,,1,0
28759,Magic's Pawn (The Last Herald-Mage #1),Mercedes Lackey,"Lackey, Mercedes",,0886773520,9780886773526,0,4.21,DAW Books Inc,Mass Market Paperback,349,1989,1989,,9/5/2021,to-read,to-read (#148),to-read,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,0,4.26,Del Rey,Hardcover,382,2014,2014,,8/13/2021,to-read,to-read (#146),to-read,,,,0,0
80449,On the Genealogy of Morals,Friedrich Nietzsche,"Nietzsche, Friedrich",Douglas Smith,019283617X,9780192836175,0,4.13,"Oxford University Press, USA",Paperback,208,1999,1887,,8/10/2021,to-read,to-read (#145),to-read,,,,0,0
5439,Interpreter of Maladies,Jhumpa Lahiri,"Lahiri, Jhumpa",,0618101365,9780618101368,0,4.17,Houghton Mifflin Harcourt,Hardcover,198,2000,1999,,8/1/2021,to-read,to-read (#144),to-read,,,,0,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,,,0,3.72,Delacorte Press,Kindle Edition,242,2014,2014,,8/1/2021,to-read,to-read (#143),to-read,,,,0,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar","Stanley Appelbaum, Yvonne Skargon",158049580X,9781580495806,0,4.18,Prestwick House,Paperback,76,2005,1895,,7/29/2021,to-read,to-read (#141),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï",,,0,4.08,Vintage,Paperback,964,2012,1878,,7/28/2021,to-read,to-read (#140),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,0060929871,9780060929879,0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,7/28/2021,to-read,to-read (#139),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,,,0,4.32,"Harcourt, Inc.",Paperback,96,2000,1943,,7/28/2021,to-read,to-read (#137),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,1400052173,9781400052172,0,4.1,Crown Publishing Group,Hardcover,370,2010,2010,,7/28/2021,to-read,to-read (#136),to-read,,,,0,0
196150,Japanese Tales of Mystery & Imagination,Edogawa Rampo,"Rampo, Edogawa",James B. Harris,0804803196,9780804803199,0,4.05,Tuttle Publishing,Paperback,222,1989,1956,,7/28/2021,to-read,to-read (#135),to-read,,,,0,0
24885714,Tunnel of Secrets (Hardy Boys Adventures #10),Franklin W. Dixon,"Dixon, Franklin W.",,1481438751,9781481438759,5,4.07,Aladdin,Hardcover,136,2015,2015,7/25/2021,7/25/2021,,,read,,,,2,0
279770,"The Three Musketeers (The d'Artagnan Romances, #1)",Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Tom Gauld",0143105000,9780143105008,0,4.09,Penguin Classics Deluxe Edition,Paperback,704,2007,1844,,12/2/2020,to-read,to-read (#62),to-read,,,,0,0
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,,,0,3.87,Sourcebooks Landmark,Hardcover,432,2018,2018,,7/25/2021,to-read,to-read (#133),to-read,,,,0,0
474434,Paradise Lost,John Milton,"Milton, John",John      Leonard,0140424261,9780140424263,0,3.83,Penguin Classics,Paperback,542,2000,1667,,1/22/2021,to-read,to-read (#130),to-read,,,,0,0
16305,"Evil Under the Sun (Hercule Poirot, #21)",Agatha Christie,"Christie, Agatha",,1579126286,9781579126285,0,3.98,Black Dog & Leventhal Publishers,Hardcover,220,2006,1941,,6/7/2021,to-read,to-read (#129),to-read,,,,0,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,,,0,4.07,Ballantine Books,Kindle Edition,466,2012,1990,,7/20/2021,to-read,to-read (#128),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,,,0,4.32,Orbit,Paperback,468,2015,2015,,7/20/2021,to-read,to-read (#127),to-read,,,,0,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,0593128486,9780593128480,0,4.01,Del Rey Books,Hardcover,336,2020,2020,,7/20/2021,to-read,to-read (#126),to-read,,,,0,0
15995658,Dandelion Wine,Ray Bradbury,"Bradbury, Ray",,,,5,4.08,William Morrow,Hardcover,267,2006,1957,7/16/2021,5/21/2021,,,read,,,,1,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",Chiara Leoncini,,,0,3.95,Henry Holt & Company,Hardcover,358,2012,2012,,7/13/2021,to-read,to-read (#124),to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",Torstein Bugge Høverstad,0679879242,9780679879244,0,4.01,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,,7/6/2021,to-read,to-read (#123),to-read,,,,0,0
121648,"Five Little Pigs (Hercule Poirot, #22)",Agatha Christie,"Christie, Agatha",Hugh Fraser,,,4,4.02,Berkley,Paperback,224,1985,1942,6/22/2021,6/7/2021,,,read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,076790818X,9780767908184,0,4.21,Crown Publishing Group (NY),Paperback,544,2004,2003,,6/19/2021,to-read,to-read (#122),to-read,,,,0,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph","Aníbal Fernandes, Aniela Zagórska",1892295490,9781892295491,0,3.43,Green Integer,Paperback,188,2003,1899,,6/11/2021,to-read,to-read (#121),to-read,,,,0,0
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton",Jules Feiffer,0394820371,9780394820378,0,4.19,Random House Bullseye Books,Paperback,248,1996,1961,,6/9/2021,to-read,to-read (#120),to-read,,,,0,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,0449213943,9780449213940,0,4.02,Ballantine Books,Mass Market Paperback,296,1987,1929,,6/9/2021,to-read,to-read (#119),to-read,,,,0,0
51606,Johnny Got His Gun,Dalton Trumbo,"Trumbo, Dalton",,0806512814,9780806512815,0,4.19,Citadel,Paperback,309,2000,1939,,6/9/2021,to-read,to-read (#118),to-read,,,,0,0
527744,"After the Funeral (Hercule Poirot, #26)",Agatha Christie,"Christie, Agatha",,0425173909,9780425173909,0,3.9,Berkley,Paperback,306,2000,1953,,6/7/2021,to-read,to-read (#117),to-read,,,,0,0
16349,"Hercule Poirot's Christmas (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,0007120699,9780007120697,0,3.98,HarperCollins Publishers,Paperback,335,2001,1938,,6/7/2021,to-read,to-read (#116),to-read,,,,0,0
17204679,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,,,4,4.37,Beacon Press,Kindle Edition,188,2006,1946,6/6/2021,8/18/2019,,,read,,,,1,0
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,0618680004,9780618680009,0,3.9,Houghton Mifflin Co.,Hardcover,374,2006,2006,,6/5/2021,to-read,to-read (#114),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,0199291152,9780199291151,0,4.15,Oxford University Press,Paperback,360,2006,1976,,6/5/2021,to-read,to-read (#113),to-read,,,,0,0
16000364,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",,1607107325,9781607107323,5,4.11,Canterbury Classics,Flexibound,193,2013,1890,6/3/2021,11/22/2020,,,read,,,,1,0
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,0812550706,9780812550702,5,4.31,Tor,Mass Market Paperback,324,2004,1985,,8/4/2019,favorites,favorites (#8),read,,,,1,0
17250,The Crucible,Arthur  Miller,"Miller, Arthur",Christopher Bigsby,0142437336,9780142437339,0,3.6,Penguin Books,Paperback,143,2003,1953,,5/31/2021,to-read,to-read (#111),to-read,,,,0,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,,,0,4.39,Alfred A. Knopf,Hardcover,552,2006,2006,,5/31/2021,to-read,to-read (#110),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769177,9780316769174,0,3.81,Back Bay Books,Paperback,277,2001,1951,,5/31/2021,to-read,to-read (#109),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane","Vivien Jones, Anna Quindlen, Charles Edmund Brock",,,0,4.28,Modern Library,Paperback,279,2000,1813,,5/31/2021,to-read,to-read (#108),to-read,,,,0,0
2969455,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",Dean Ellis,,0553105574175,4,4.13,Bantam Books,Paperback,186,1972,1951,5/28/2021,8/16/2020,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,5,4.24,Crown Publishers,Hardcover,374,2011,2011,,3/16/2019,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Henry James, Nina Baym",0142437263,9780142437261,0,3.43,Penguin Books,Paperback,279,2003,1850,,5/26/2021,to-read,to-read (#107),to-read,,,,0,0
386366,"Equal Rites (Discworld, #3)",Terry Pratchett,"Pratchett, Terry",,0061020699,9780061020698,4,4.04,HarperTorch,Mass Market Paperback,213,2000,1987,5/23/2021,2/24/2021,,,read,,,,1,0
31933977,"Lady of the Lake (The Witcher, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,,,0,4.12,Orbit,Paperback,531,2017,1999,,4/11/2021,to-read,to-read (#106),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin",,,0,3.99,Harcourt,Paperback,204,2002,1961,,5/20/2021,to-read,to-read (#105),to-read,,,,0,0
16902,Walden,Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,,,0,3.78,Princeton University Press,Paperback,352,2004,1854,,5/19/2021,to-read,to-read (#104),to-read,,,,0,0
27917672,"The Tower of Swallows (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,0316273716,9780316273718,5,4.23,Orbit,Paperback,436,2016,1997,5/17/2021,4/11/2021,,,read,,,,1,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,0735219117,9780735219113,5,4.43,G.P. Putnam’s Sons,ebook,384,2018,2018,5/16/2021,4/7/2021,,,read,,,,1,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,0062255657,9780062255655,4,4.01,William Morrow Books,Hardcover,181,2013,2013,5/16/2021,4/3/2021,,,read,,,,1,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,,9781939126016,0,3.99,Zola Books,ebook,537,2013,2004,,5/7/2021,to-read,to-read (#103),to-read,,,,0,0
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,0553803700,9780553803709,5,4.21,Bantam Books,Hardcover,224,2004,1950,,3/16/2019,favorites,favorites (#7),read,,,,1,0
101673,"The Lion, the Witch and the Wardrobe",C.S. Lewis,"Lewis, C.S.",,0439847974,9780439847971,5,4.23,Scholastic,Paperback,189,2006,1950,,6/30/2019,,,read,,,,1,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,,,5,4.23,Del Rey,Paperback,193,2007,1979,,3/16/2019,favorites,favorites (#6),read,,,,1,0
5907,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin",,,5,4.28,Houghton Mifflin,Paperback,366,2002,1937,,3/16/2019,favorites,favorites (#5),read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,0804139024,9780804139021,5,4.41,Crown,Hardcover,384,2014,2011,,3/17/2019,favorites,favorites (#4),read,,,,1,0
11887641,The Song of Achilles,Madeline Miller,"Miller, Madeline",,0062060619,9780062060617,5,4.38,Ecco,Hardcover,384,2012,2011,5/5/2021,3/12/2021,favorites,favorites (#3),read,,,,1,0
40536331,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,0062697250,9780062697257,5,4.25,William Morrow Paperbacks,Paperback,384,2019,1990,,7/2/2019,favorites,favorites (#2),read,,,,1,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,,,5,4.52,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,,3/16/2019,favorites,favorites (#1),read,,,,1,0
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska",0618346252,9780618346257,5,4.38,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,3/16/2019,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,075640407X,9780756404079,0,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,5/1/2021,to-read,to-read (#102),to-read,,,,0,0
20551400,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,,,4,4.09,Dell / Laurel,Mass Market Paperback,215,1999,1969,4/30/2021,11/10/2019,,,read,,,,1,0
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,0316219185,9780316219181,5,4.26,Orbit,Paperback,349,2014,1996,4/29/2021,4/11/2021,,,read,,,,1,0
44492285,"Dune Messiah (Dune, #2)",Frank Herbert,"Herbert, Frank",Brian Herbert,0593098234,9780593098233,0,3.89,Ace Books,Mass Market Paperback,337,2019,1969,,4/25/2021,to-read,to-read (#101),to-read,,,,0,0
126232,"Jaws (Jaws, #1)",Peter Benchley,"Benchley, Peter",,,,0,3.96,Random House,Hardcover,320,2005,1974,,4/16/2021,to-read,to-read (#100),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank, Fyodor Dostoyevsky",0143058142,9780143058144,0,4.25,Penguin,Paperback,671,2002,1866,,4/14/2021,to-read,to-read (#99),to-read,,,,0,0
51985,Existentialism is a Humanism,Jean-Paul Sartre,"Sartre, Jean-Paul","Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",0300115466,9780300115468,0,3.98,Yale University Press,Paperback,122,2007,1945,,4/12/2021,to-read,to-read (#98),to-read,,,,0,0
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",Ann Druyan,0345376595,9780345376596,0,4.32,Ballantine Books,Paperback,384,1997,1994,,4/11/2021,to-read,to-read (#97),to-read,,,,0,0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,0316219134,9780316219136,5,4.17,Orbit,Paperback,331,2013,1995,4/11/2021,2/7/2021,,,read,,,,1,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,,,0,4.18,Riverhead Books,Hardcover,343,2020,2020,,4/7/2021,to-read,to-read (#96),to-read,,,,0,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,,,0,4.33,Riverhead Books,Paperback,371,2004,2003,,4/7/2021,to-read,to-read (#95),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,0,4.41,Riverhead Books,Hardcover,372,2007,2007,,4/7/2021,to-read,to-read (#94),to-read,,,,0,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,,,0,4.02,Scribner,Hardcover,285,2017,2017,,4/7/2021,to-read,to-read (#93),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,,,0,4.49,Doubleday Canada,Hardcover,289,2016,2016,,4/7/2021,to-read,to-read (#92),to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,0312330871,9780312330873,5,4.28,St. Martin's Press,Paperback,264,2004,1939,4/4/2021,4/3/2021,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,0684833395,9780684833392,0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,4/3/2021,to-read,to-read (#91),to-read,,,,0,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #3)",Agatha Christie,"Christie, Agatha",Anders Mossling,1579126278,9781579126278,5,4.26,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,4/3/2021,2/13/2021,,,read,,,,1,0
20758104,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,0763676187,9780763676186,0,3.97,Candlewick Press,Paperback,512,2014,2008,,4/3/2021,to-read,to-read (#90),to-read,,,,0,0
26856502,"Vengeful (Villains, #2)",V.E. Schwab,"Schwab, V.E.",,,,0,4.19,Tor,Kindle Edition,462,2018,2018,,1/17/2020,to-read,to-read (#89),to-read,,,,0,0
44303730,Me,Elton John,"John, Elton",,1250147603,9781250147608,0,4.32,Henry Holt & Company,Hardcover,374,2019,2019,,3/15/2021,to-read,to-read (#88),to-read,,,,0,0
2744,"Anansi Boys (American Gods, #2)",Neil Gaiman,"Gaiman, Neil",,0060515198,9780060515195,4,4.04,HarperCollins HarperTorch,Mass Market Paperback,387,2006,2005,3/14/2021,3/11/2021,,,read,,,,1,0
43035,White Fang,Jack London,"London, Jack",,0439236193,9780439236195,0,4,Scholastic Paperbacks,Mass Market Paperback,252,2001,1906,,1/14/2020,to-read,to-read (#87),to-read,,,,0,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,,,5,3.89,Scholastic,Mass Market Paperback,172,2001,1903,3/13/2021,1/14/2020,,,read,,,,1,0
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,,,5,4.13,Anchor Books,Paperback,314,1998,1985,3/11/2021,12/14/2020,,,read,,,,1,0
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,,,5,4.11,William Morrow,Kindle Edition,635,2011,2001,3/11/2021,1/10/2021,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti",,,4,3.9,Signet Classics,Paperback,118,2002,1895,3/10/2021,8/2/2020,,,read,,,,1,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",N.C. Wyeth,0753453800,9780753453803,0,3.84,Kingfisher,Hardcover,311,2001,1883,,12/13/2020,to-read,to-read (#85),to-read,,,,0,0
29582,"Foundation and Earth (Foundation, #5)",Isaac Asimov,"Asimov, Isaac",,0553587579,9780553587579,5,4.07,Spectra,Paperback,528,2004,1986,2/28/2021,10/2/2020,,,read,,,,1,0
4143812,Discourses and Selected Writings,Epictetus,"Epictetus, Epictetus",Robert F. Dobbin,0140449469,9780140449464,0,4.42,Penguin Books,Paperback,276,2008,2,,2/26/2021,to-read,to-read (#84),to-read,,,,0,0
601239,"The Light Fantastic (Discworld, #2)",Terry Pratchett,"Pratchett, Terry",,,,4,3.99,Corgi Books,Paperback,285,1989,1986,2/24/2021,2/7/2021,,,read,,,,1,0
52765796,Every Tool's a Hammer: Life Is What You Make It,Adam Savage,"Savage, Adam",,1982113480,9781982113483,4,4.15,Atria Books,Paperback,320,2020,2019,2/19/2021,12/25/2020,,,read,,,,1,0
700460,Celtic Myths and Legends,Peter Berresford Ellis,"Ellis, Peter Berresford",,0786711078,9780786711079,0,4.1,Running Press Adult,Paperback,612,2003,1999,,2/15/2021,to-read,to-read (#83),to-read,,,,0,0
17184,The Invisible Man,H.G. Wells,"Wells, H.G.","Daniel Philpott, Дмитро Паламарчук, Микола Іванов, Герберт Веллс",0451528522,9780451528520,4,3.64,Signet Classics,Paperback,192,2002,1897,2/14/2021,12/13/2020,,,read,,,,1,0
16073252,Utopia,Thomas More,"More, Thomas","Jerry Harp, Clarence H. Miller",030018610X,9780300186109,0,3.55,Yale University Press,Paperback,232,2014,1516,,2/13/2021,to-read,to-read (#82),to-read,,,,0,0
23253083,"Flamecaster (Shattered Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,006238094X,9780062380944,0,4.03,HarperCollins,Hardcover,535,2016,2016,,2/13/2021,to-read,to-read (#81),to-read,,,,0,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,,9780765311788,0,4.47,Tor Books,Hardcover,541,2006,2006,,2/13/2021,to-read,to-read (#80),to-read,,,,0,0
28006120,"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Rick Riordan,"Riordan, Rick",,1423160932,9781423160939,5,4.39,Disney-Hyperion Books,Hardcover,410,2017,2017,2/9/2021,2/7/2021,,,read,,,,1,0
92610,"Rocannon's World (Hainish Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,0441732968,9780441732968,0,3.77,Ace,Paperback,144,1984,1966,,2/8/2021,to-read,to-read (#79),to-read,,,,0,0
27904311,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,"Riordan, Rick",,1423160924,9781423160922,5,4.33,Disney-Hyperion Books,Hardcover,459,2016,2016,2/7/2021,3/16/2019,,,read,,,,2,0
15818476,"The Color of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,0062225677,9780062225672,5,4,Harper,Mass Market Paperback,277,2013,1983,2/7/2021,8/20/2019,,,read,,,,1,0
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,1423160916,9781423160915,5,4.24,Disney-Hyperion Books,Hardcover,499,2015,2015,2/6/2021,3/16/2019,,,read,,,,2,0
77270,The Jungle Book,Rudyard Kipling,"Kipling, Rudyard",,0812504690,9780812504699,4,3.91,Tor Classics ,Paperback,277,1992,1894,2/5/2021,12/13/2020,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,,,5,4.11,Puffin Books (US/CAN),Mass Market Paperback,192,1997,1967,1/31/2021,12/2/2020,,,read,,,,1,0
41681,The Jungle,Upton Sinclair,"Sinclair, Upton","Earl Lee, Kathleen DeGrave",1884365302,9781884365300,4,3.76,See Sharp Press,Paperback,335,2003,1905,,1/31/2021,,,read,,,,1,0
40792913,"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,"Morgan, Richard K.",,,,0,4.04,Del Rey,Kindle Edition,544,2018,2002,,1/29/2021,to-read,to-read (#78),to-read,,,,0,0
