Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
5128,The Doors of Perception / Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,0060595183,9780060595180,0,3.93,Harper Perennial Modern Classics,Paperback,187,2004,1956,,8/1/2022,to-read,to-read (#236),to-read,,,,0,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,,,0,4.15,St. Martin's Griffin,Paperback,448,2019,2019,,7/17/2022,to-read,to-read (#228),to-read,,,,0,0
34928122,Artemis,Andy Weir,"Weir, Andy",,0553448129,9780553448122,0,3.69,Crown,Hardcover,305,2017,2017,,7/15/2021,to-read,to-read (#125),to-read,,,,0,0
43352954,This is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,,,0,3.96,Saga Press,Kindle Edition,209,2019,2019,,12/13/2021,to-read,to-read (#172),to-read,,,,0,0
60222807,Legends & Lattes,Travis  Baldree,"Baldree, Travis",,,,0,4.43,Cryptid Press,Kindle Edition,318,2022,2022,,7/30/2022,to-read,to-read (#235),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,,,4,3.9,Ace,Kindle Edition,292,2000,1984,7/30/2022,9/24/2021,,,read,,,,1,0
54860443,One Last Stop,Casey McQuiston,"McQuiston, Casey",,1250244498,9781250244499,0,4,St. Martin's Griffin,Paperback,418,2021,2021,,7/30/2022,to-read,to-read (#234),to-read,,,,0,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,059331817X,9780593318171,0,3.77,Alfred A. Knopf,Hardcover,303,2021,2021,,7/25/2022,to-read,to-read (#232),to-read,,,,0,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,0140282580,9780140282580,0,4.13,Penguin,Paperback,256,1999,1927,,7/24/2022,to-read,to-read (#231),to-read,,,,0,0
44280883,All Boys Aren't Blue,George M. Johnson,"Johnson, George M.",,0374312710,9780374312718,0,4.24,"Farrar, Straus and Giroux (Byr)",Hardcover,304,2020,2020,,7/20/2022,to-read,to-read (#230),to-read,,,,0,0
42837514,Gender Queer,Maia Kobabe,"Kobabe, Maia",Phoebe Kobabe,1549304003,9781549304002,0,4.34,Oni Press,Paperback,239,2019,2019,,7/20/2022,to-read,to-read (#229),to-read,,,,0,0
52339313,"Cemetery Boys (Cemetery Boys, #1)",Aiden Thomas,"Thomas, Aiden",,1250250463,9781250250469,0,4.33,Swoon Reads,Hardcover,344,2020,2020,,7/17/2022,to-read,to-read (#227),to-read,,,,0,0
52380340,"The Extraordinaries (The Extraordinaries, #1)",T.J. Klune,"Klune, T.J.",,1250203651,9781250203656,0,4.11,Tor Teen,Hardcover,405,2020,2020,,7/17/2022,to-read,to-read (#226),to-read,,,,0,0
248787,The World Without Us,Alan Weisman,"Weisman, Alan",,,,3,3.81,Thomas Dunne Books,Hardcover,324,2007,2007,7/17/2022,9/24/2021,,,read,,,,1,0
34499,"Sourcery (Discworld, #5; Rincewind, #3)",Terry Pratchett,"Pratchett, Terry",,0061020672,9780061020674,5,3.9,Harper,Mass Market Paperback,276,2008,1988,7/11/2022,6/29/2022,,,read,,,,1,0
395220,Zami: A New Spelling of My Name,Audre Lorde,"Lorde, Audre",,0895941228,9780895941220,0,4.37,Crossing Press,Paperback,256,1982,1982,,12/13/2021,to-read,to-read (#179),to-read,,,,0,0
81903,"Curtain (Hercule Poirot, #34)",Agatha Christie,"Christie, Agatha",,0425173747,9780425173749,0,4.09,Berkley,Mass Market Paperback,215,2000,1975,,6/7/2021,to-read,to-read (#225),to-read,,,,0,0
25526296,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,"McGuire, Seanan",,0765385503,9780765385505,0,3.82,Tor.com,Hardcover,169,2016,2016,,6/5/2021,to-read,to-read (#115),to-read,,,,0,0
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,0545424925,9780545424929,0,4.05,Scholastic Press,Hardcover,409,2012,2012,,7/5/2022,to-read,to-read (#224),to-read,,,,0,0
40275288,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,"Shannon, Samantha",,,,0,4.23,Bloomsbury Publishing,Kindle Edition,848,2019,2019,,9/5/2021,to-read,to-read (#147),to-read,,,,0,0
50892338,"Legendborn (Legendborn, #1)",Tracy Deonn,"Deonn, Tracy",,1534441603,9781534441606,0,4.41,Margaret K. McElderry Books,Hardcover,501,2020,2020,,7/5/2022,to-read,to-read (#223),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas",,,4,4.05,Bantam Books,Mass Market Paperback,152,1981,1922,7/4/2022,8/14/2019,,,read,,,,1,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,,,0,3.71,Portobello Books,Paperback,163,2018,2016,,7/4/2022,to-read,to-read (#222),to-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,0375704027,9780375704024,4,4.03,Vintage Books,Paperback,296,2000,1987,6/29/2022,11/15/2021,,,read,,,,1,0
13147230,"The Long Earth (The Long Earth, #1)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,0062067753,9780062067753,0,3.77,HarperCollins Harper,Hardcover,336,2012,2012,,6/23/2022,to-read,to-read (#221),to-read,,,,0,0
34055294,Last Contact,Stephen Baxter,"Baxter, Stephen",,,,0,4.22,Solaris Books,,9,2007,2007,,6/23/2022,to-read,to-read (#220),to-read,,,,0,0
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,0765376458,9780765376459,0,4.07,Tor Books,Hardcover,400,2015,2015,,12/2/2020,to-read,to-read (#64),to-read,,,,0,0
40495957,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,152722533X,9781527225336,0,4.53,Selfpublished,Paperback,288,2018,2018,,6/21/2022,to-read,to-read (#219),to-read,,,,0,0
41580312,Be Here Now,Ram Dass,"Dass, Ram",,,,0,4.31,HarperOne,Kindle Edition,116,2010,1971,,5/12/2022,to-read,to-read (#218),to-read,,,,0,0
349090,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,"Naylor, Grant",,0451452011,9780451452016,0,4.07,Roc,Mass Market Paperback,298,1992,1989,,6/17/2022,to-read,to-read (#217),to-read,,,,0,0
338798,Ulysses,James Joyce,"Joyce, James","Morris L. Ernst, John M. Woolsey",,,0,3.75,Vintage,Paperback,783,1990,1922,,6/14/2022,to-read,to-read (#216),to-read,,,,0,0
15802794,"Once Upon the End (Half Upon a Time, #3)",James  Riley,"Riley, James",,1442474238,9781442474239,4,4.46,Aladdin,ebook,384,2013,2013,,6/14/2022,,,read,,,,1,0
12317217,"Twice Upon a Time (Half Upon a Time, #2)",James  Riley,"Riley, James",,,,4,4.33,Aladdin,Kindle Edition,385,2012,2012,,6/14/2022,,,read,,,,1,0
7327326,"Half Upon a Time (Half Upon a Time, #1)",James  Riley,"Riley, James",,1416995935,9781416995937,4,4.17,Aladdin,Hardcover,385,2010,2010,,6/14/2022,,,read,,,,1,0
860926,Zima Blue and Other Stories,Alastair Reynolds,"Reynolds, Alastair",,1597800589,9781597800587,4,4.05,Night Shade,Hardcover,300,2006,2006,6/13/2022,2/4/2022,,,read,,,,1,0
17465709,Braiding Sweetgrass,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,1571313354,9781571313355,0,4.57,Milkweed Editions,Hardcover,391,2013,2013,,6/12/2022,to-read,to-read (#215),to-read,,,,0,0
40545956,Where the Forest Meets the Stars,Glendy Vanderah,"Vanderah, Glendy",,154204006X,9781542040068,0,4.14,Lake Union Publishing,Hardcover,332,2019,2019,,7/28/2021,to-read,to-read (#134),to-read,,,,0,0
25795202,The Call of Cthulhu and Other Tales,H.P. Lovecraft,"Lovecraft, H.P.",,,,4,3.77,,,252,,,4/26/2020,7/7/2019,,,read,,,,1,0
208123,The Tibetan Book of the Dead,Padmasambhava,"Padmasambhava, Padmasambhava","Karma-glin-pa, Gyurme Dorje, Graham Coleman, Thupten Jinpa, Dalai Lama XIV, Namka Chokyi Gyatso",0143104942,9780143104940,0,4.17,Penguin Classics,Paperback,535,2007,1350,,5/13/2022,to-read,to-read (#214),to-read,,,,0,0
25109947,Lovecraft Country,Matt Ruff,"Ruff, Matt",,,,0,4.03,Harper,ebook,329,2016,2016,,5/9/2022,to-read,to-read (#213),to-read,,,,0,0
58093554,This is Vegan Propaganda (& Other Lies the Meat Industry tells you),Ed Winters,"Winters, Ed",,1473595134,9781473595132,0,4.69,Ebury Digital,ebook,320,2022,2022,,5/8/2022,to-read,to-read (#212),to-read,,,,0,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,1250313198,9781250313195,0,4.23,Tor,Hardcover,448,2019,2019,,4/3/2021,to-read,to-read (#211),to-read,,,,0,0
15797355,Red Doc>,Anne Carson,"Carson, Anne",,0307960587,9780307960580,4,4.09,Alfred A. Knopf,Hardcover,171,2013,2013,4/27/2022,4/7/2022,,,read,,,,1,0
61049,Autobiography of Red,Anne Carson,"Carson, Anne",,037570129X,9780375701290,5,4.3,Vintage,Paperback,150,1999,1998,4/7/2022,3/23/2022,favorites,favorites (#18),read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,0316556343,9780316556347,5,4.26,"Little, Brown and Company",Hardcover,393,2018,2018,4/23/2022,4/3/2021,favorites,favorites (#17),read,,,,1,0
220937,The House on the Borderland,William Hope Hodgson,"Hodgson, William Hope",,1426438281,9781426438288,0,3.62,BiblioLife,Paperback,156,2008,1908,,4/22/2022,to-read,to-read (#210),to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,,,0,4.24,Avon,Mass Market Paperback,1152,2002,1999,,4/22/2022,to-read,to-read (#209),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,163557563X,9781635575637,5,4.25,Bloomsbury,Hardcover,245,2020,2020,10/18/2021,5/7/2021,favorites,favorites (#16),read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1501139231,9781501139239,5,4.47,Atria Books,Hardcover,389,2017,2017,3/3/2022,6/18/2021,favorites,favorites (#15),read,,,,1,0
99208,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,"Abbey, Edward",,0061129763,9780061129766,4,4.08,Harper Perennial Modern Classics,Paperback,421,2006,1975,4/4/2022,9/24/2021,,,read,,,,1,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,1472223799,9781472223791,0,4.24,Tinder Press,Hardcover,372,2020,2020,,4/4/2022,to-read,to-read (#208),to-read,,,,0,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,006441034X,9780064410342,0,4.29,Harper Trophy,Mass Market Paperback,329,2001,1986,,7/28/2021,to-read,to-read (#138),to-read,,,,0,0
208137,The Tibetan Book of the Dead,Padmasambhava,"Padmasambhava, Padmasambhava","W.Y. Evans-Wentz, Robert A.F. Thurman, Karma-glin-pa",1855384124,9781855384125,0,3.89,"London : Aquarian, 1994",Paperback,304,1998,1350,,3/27/2022,to-read,to-read (#207),to-read,,,,0,0
390562,What the Buddha Taught,Walpola Rahula,"Rahula, Walpola",Paul Demieville,0802130313,9780802130310,0,4.17,Grove Press,Paperback,151,1994,1959,,6/5/2021,to-read,to-read (#112),to-read,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,0765377063,9780765377067,0,4.08,Tor Books,Hardcover,399,2014,2006,,10/14/2020,to-read,to-read (#54),to-read,,,,0,0
37752621,How to Invent Everything: A Survival Guide for the Stranded Time Traveller,Ryan North,"North, Ryan",,0753552558,9780753552551,0,4.14,Virgin Digital,ebook,464,2018,2018,,3/1/2020,to-read,to-read (#23),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,0316323705,9780316323703,0,4.24,"Little, Brown and Company",ebook,449,2013,1938,,8/1/2021,to-read,to-read (#142),to-read,,,,0,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,,,5,4.34,Penguin Books,Paperback,462,2019,2016,3/25/2022,12/13/2021,,,read,,,,1,0
16135705,The Greatest Adventures of Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,1435144570,9781435144576,0,4.52,Fall River Press,Hardcover,939,2012,2009,,8/9/2020,to-read,to-read (#43),to-read,,,,0,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,,9781400033416,0,3.92,Vintage,Kindle Edition,324,2004,1987,,3/15/2022,to-read,to-read (#206),to-read,,,,0,0
12843717,The Letter Q: Queer Writers' Notes to their Younger Selves,Sarah Moon,"Moon, Sarah","James Lecesne, Armistead Maupin, Michael Cunningham, Jacqueline Woodson, Mayra Lazara Dole, Amy Bloom, Gregory Maguire, David Levithan, Rakesh Satyal, Eileen Myles, Jasika Nicole, Doug Wright, Stacey D'Erasmo, Jennifer Camper, Erik Orrantia, Brian Selznick, Malinda Lo, Richard McCann, Ali Liebegott, Linda Villarosa, Paul Rudnick, Eric Orner, Lucy Jane Bledsoe, Tony Valenzuela, Christopher  Rice, Jewelle L. Gómez, Bill Clegg, Erika Moen, David Leavitt, LaShonda Katrice Barnett, Howard Cruse, Michael DiMotta, Terrence McNally, Brent Hartinger, Susan Stinson, Marc Wolf, Julie Anne Peters, Lucy Knisley, Nick Burd, Paula Gilovich, Colman Domingo, Marion Dane Bauer, Lucy Thurber, Paige Braddock, Melanie Braverman, Michael Nava, Martin  Moran, Bruce Coville, Bill Wright",0545399327,9780545399326,0,3.92,Arthur A. Levine Books,Hardcover,281,2012,2012,,3/15/2022,to-read,to-read (#205),to-read,,,,0,0
13542967,Storyteller,Leslie Marmon Silko,"Silko, Leslie Marmon",,0143121286,9780143121282,4,4.06,Penguin Books,Paperback,288,2012,1980,3/8/2022,3/3/2022,,,read,,,,1,0
391661,The Men with the Pink Triangle: The True Life-and-Death Story of Homosexuals in the Nazi Death Camps,Heinz Heger,"Heger, Heinz","Klaus Muller, David Fernbach",1555830064,9781555830069,0,4.31,Alyson Books,Paperback,120,1994,1972,,2/25/2022,to-read,to-read (#204),to-read,,,,0,0
6159,Reservation Blues,Sherman Alexie,"Alexie, Sherman",,0802141900,9780802141903,0,3.98,Grove Press,Paperback,306,2005,1995,,2/25/2022,to-read,to-read (#203),to-read,,,,0,0
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",Κώστας Γαλανόπουλος,,,0,4,W. W. Norton & Company,Paperback,192,1986,1962,,2/21/2022,to-read,to-read (#202),to-read,,,,0,0
53205888,Under the Whispering Door,T.J. Klune,"Klune, T.J.",,1250217342,9781250217349,5,4.19,Tor Books,Hardcover,373,2021,2021,2/18/2022,10/9/2021,,,read,,,,1,0
45359288,"The Way to Rainy Mountain, 50th Anniversary Edition",N. Scott Momaday,"Momaday, N. Scott",,0826361218,9780826361219,4,3.81,University of New Mexico Press,Paperback,104,2019,1969,2/14/2022,2/7/2022,,,read,,,,1,0
51686708,How to Blow Up a Pipeline,Andreas Malm,"Malm, Andreas",,1839760257,9781839760259,5,4.02,Verso Books,Paperback,208,2021,2021,2/13/2022,12/4/2021,,,read,,,,1,0
29475447,"A Closed and Common Orbit (Wayfarers, #2)",Becky  Chambers,"Chambers, Becky",,1473621445,9781473621442,5,4.35,Hodder & Stoughton,Hardcover,365,2016,2016,1/28/2022,7/22/2021,,,read,,,,1,0
48757,The Tao of Pooh,Benjamin Hoff,"Hoff, Benjamin",Ernest H. Shepard,1405204265,9781405204262,0,4,Egmont Books,Paperback,176,2003,1982,,1/28/2022,to-read,to-read (#201),to-read,,,,0,0
37794149,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,1529001587,9781529001587,0,4.13,Tor,Paperback,462,2019,2019,,1/25/2022,to-read,to-read (#200),to-read,,,,0,0
588234,Ceremony,Leslie Marmon Silko,"Silko, Leslie Marmon",,0140086838,9780140086836,0,3.82,Penguin Group,Paperback,262,1986,1977,,1/25/2022,to-read,to-read (#199),to-read,,,,0,0
9444846,Starstruck Deluxe Edition,Elaine Lee,"Lee, Elaine",Michael Wm. Kaluta,1600108725,9781600108723,0,3.86,IDW Publishing,Hardcover,360,2011,2011,,1/25/2022,to-read,to-read (#198),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,0765387565,9780765387561,5,4.22,Tor Books,Hardcover,444,2020,2020,1/22/2022,10/29/2021,favorites,favorites (#14),read,,,,1,0
32767,At the Mountains of Madness,H.P. Lovecraft,"Lovecraft, H.P.","China Miéville, S.T. Joshi, Fernando Calleja",0812974417,9780812974416,0,3.84,The Modern Library,Paperback,194,2005,1931,,12/25/2021,to-read,to-read (#197),to-read,,,,0,0
17934530,Annihilation,Jeff VanderMeer,"VanderMeer, Jeff",,0374104093,9780374104092,0,3.74,"Farrar, Straus and Giroux",Paperback,195,2014,2014,,1/18/2022,to-read,to-read (#196),to-read,,,,0,0
20043489,Life Among the Piutes; Their Wrongs and Claims,Sarah Winnemucca Hopkins,"Hopkins, Sarah Winnemucca",,1456569821,9781456569822,4,3.78,CreateSpace Independent Publishing Platform,Paperback,168,2013,1883,1/18/2022,1/12/2022,,,read,,,,1,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,1841499889,9781841499888,0,4.28,Orbit,Paperback,592,2011,2011,,1/17/2022,to-read,to-read (#195),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,1400079276,9781400079278,4,4.14,Vintage International,Paperback,467,2006,2002,1/11/2022,9/14/2020,,,read,,,,1,0
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,0451457811,9780451457813,0,3.98,Penguin ROC,Mass Market Paperback,355,2000,2000,,1/10/2022,to-read,to-read (#194),to-read,,,,0,0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,0553383043,9780553383041,0,4.01,,Paperback,183,2004,1968,,1/10/2022,to-read,to-read (#193),to-read,,,,0,0
7042,The Tale of Genji,Murasaki Shikibu,"Shikibu, Murasaki","Royall  Tyler, Minora Sugai, 豐子愷",014243714X,9780142437148,0,3.72,Penguin,Paperback,1182,2003,1001,,1/10/2022,to-read,to-read (#192),to-read,,,,0,0
59903442,Fragile Things: Short Fictions and Wonders,Neil Gaiman,"Gaiman, Neil",,,,0,3.96,William Morrow,Paperback,384,2022,2006,,1/10/2022,to-read,to-read (#191),to-read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Andrew Lang, Alexander Pope, W.H.D. Rouse, Bernard Knox, William Lucas Collins, G. Chapman, Walter Leaf, Ernest Myers, Gilbert Wakefield, Prentiss Cummings, R. Hooper, Richmond Lattimore, G. Cerri",0140275363,9780140275360,0,3.89,Penguin Classics,Paperback,704,1999,-800,,1/9/2022,to-read,to-read (#190),to-read,,,,0,0
415,Gravity's Rainbow,Thomas Pynchon,"Pynchon, Thomas",,0143039946,9780143039945,0,3.99,Penguin Books,Paperback,776,2006,1973,,1/6/2022,to-read,to-read (#189),to-read,,,,0,0
11071466,Second Chance Summer,Morgan Matson,"Matson, Morgan",,1416990674,9781416990673,0,4.13,Simon & Schuster Children's Publishing,Hardcover,468,2012,2012,,1/5/2022,to-read,to-read (#188),to-read,,,,0,0
23168277,The Sympathizer,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,0802123457,9780802123459,0,4,Grove Press,Hardcover,371,2015,2015,,1/5/2022,to-read,to-read (#187),to-read,,,,0,0
32319358,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,0393354326,9780393354324,0,4.04,W. W. Norton  Company,Paperback,494,2017,1997,,10/3/2021,to-read,to-read (#186),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,1400031702,9781400031702,0,4.16,Vintage,Paperback,559,2004,1992,,5/7/2021,to-read,to-read (#185),to-read,,,,0,0
98687,Call Me by Your Name,André Aciman,"Aciman, André",,0374299218,9780374299217,5,4.13,"Farrar, Straus and Giroux",Hardcover,248,2007,2007,12/29/2021,11/15/2021,,,read,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,0061020680,9780061020681,5,4.23,Harpertorch,Mass Market Paperback,243,2001,1987,12/22/2021,5/23/2021,,,read,,,,1,0
444331,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,0439531640,9780439531641,3,3.91,Chicken House,Hardcover,534,2003,2003,,3/16/2019,to-read,to-read (#184),to-read,,,,1,0
40940649,I Am Legend,Richard Matheson,"Matheson, Richard",,,,0,4.06, RosettaBooks ,Kindle Edition,162,2011,1954,,7/19/2021,to-read,to-read (#183),to-read,,,,0,0
36576608,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,,,5,4.18,,Paperback,216,,1959,12/16/2021,2/17/2021,,,read,,,,1,0
40651883,Snow Crash,Neal Stephenson,"Stephenson, Neal",,,,0,4.03,Spectra,Kindle Edition,559,2003,1992,,12/14/2021,to-read,to-read (#182),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,,,4,3.93,Scribner,Paperback,180,2004,1925,,11/13/2019,,,read,,,,1,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,038560310X,9780385603102,5,4.09,Random House,Paperback,710,2000,2000,10/9/2021,5/7/2021,favorites,favorites (#10),read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,,,5,4.03,Viking,Hardcover,288,2020,2020,12/8/2021,4/3/2021,favorites,favorites (#13),read,,,,1,0
38462,Giovanni's Room,James Baldwin,"Baldwin, James",,0141186356,9780141186351,5,4.29,Penguin,Paperback,159,2000,1956,12/13/2021,8/10/2021,,,read,,,,1,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,,,0,4.38,Random House,Kindle Edition,208,2016,2016,,12/13/2021,to-read,to-read (#181),to-read,,,,0,0
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,,,0,4.5,Hogarth Press,Hardcover,582,2017,2017,,12/13/2021,to-read,to-read (#180),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,,,0,3.91,Harper,Paperback,212,2016,2016,,11/17/2021,to-read,to-read (#178),to-read,,,,0,0
9589,Hocus Pocus,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0425161293,9780425161296,0,3.83,Berkley Books,Paperback,322,1997,1990,,12/13/2021,to-read,to-read (#177),to-read,,,,0,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut","Ligia Caranfil, Chris     Moore",,,0,4.15,Gollancz,Paperback,224,1999,1959,,12/13/2021,to-read,to-read (#176),to-read,,,,0,0
135479,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0140285601,9780140285604,0,4.16,Penguin,Paperback,179,1999,1963,,12/13/2021,to-read,to-read (#175),to-read,,,,0,0
4980,Breakfast of Champions,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,0385334206,9780385334204,0,4.07,Dell Publishing,Paperback,303,1999,1973,,12/13/2021,to-read,to-read (#174),to-read,,,,0,0
73654,Logan's Run,William F. Nolan,"Nolan, William F.","George Clayton Johnson, Charles Moll",0553025171,9780553025170,0,3.65,Bantam Books,Paperback,149,1976,1967,,12/12/2021,to-read,to-read (#171),to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,,,0,4.61,Orion Children's Books,Kindle Edition,561,2016,2016,,11/9/2021,to-read,to-read (#170),to-read,,,,0,0
402045,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley,"Bradley, Marion Zimmer",,0345350499,9780345350497,0,4.12,Ballantine Books,Paperback,884,1984,1982,,12/10/2021,to-read,to-read (#169),to-read,,,,0,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,1594200823,9781594200823,0,4.18,The Penguin Press,Hardcover,450,2006,2006,,12/2/2021,to-read,to-read (#168),to-read,,,,0,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,0061139378,9780061139376,0,4.09,William Morrow Paperbacks,Paperback,176,2006,2002,,12/6/2021,to-read,to-read (#167),to-read,,,,0,0
13338768,Plague: A Very Short Introduction,Paul Slack,"Slack, Paul",,0199589542,9780199589548,3,3.68,"Oxford University Press, USA",Paperback,152,2012,2012,11/29/2021,11/20/2021,,,read,,,,1,0
90540,Overthrow: America's Century of Regime Change from Hawaii to Iraq,Stephen Kinzer,"Kinzer, Stephen",,0805082409,9780805082401,4,4.16,Times Books,Paperback,384,2007,2006,11/27/2021,11/11/2021,,,read,,,,1,0
53375824,Lore,Alexandra Bracken,"Bracken, Alexandra",,1484778200,9781484778203,0,3.8,Disney-Hyperion,Hardcover,480,2021,2021,,11/23/2021,to-read,to-read (#166),to-read,,,,0,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,1857231384,9781857231380,0,3.86,Orbit,Paperback,471,1988,1987,,11/23/2021,to-read,to-read (#165),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,,,0,4.1,Harper,Mass Market Paperback,417,2003,1967,,11/15/2021,to-read,to-read (#164),to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,,,0,4.04,Harper Perennial Modern Classics,Paperback,294,2006,1963,,11/15/2021,to-read,to-read (#163),to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,,,5,4.49,Henry Holt & Company,Hardcover,465,2015,2015,11/10/2021,5/31/2021,,,read,,,,1,0
12985,The Tempest,William Shakespeare,"Shakespeare, William","Paul Werstine, David Lindley, Israel Gollancz, Barbara A. Mowat, Arthur Wilson Verity, Georg Brandes, G.B. Harrison, William James Rolfe",,,0,3.8,Washington Square Press,Mass Market Paperback,218,2004,1611,,11/6/2021,to-read,to-read (#162),to-read,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli",,,4,4.07,Penguin Books,Paperback,327,1978,1883,7/15/2021,5/10/2021,,,read,,,,1,0
25307,"No god but God: The Origins, Evolution and Future of Islam",Reza Aslan,"Aslan, Reza",,0812971892,9780812971897,4,4.12,Random House Trade,Paperback,310,2006,2005,10/31/2021,10/28/2021,,,read,,,,1,0
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin","Michael Eric Dyson, Manon Smits, Rob Kuitenbrouwer, Amy Landon",0807071161,9780807071168,0,4.19,Beacon Press,Audiobook,192,2018,2018,,10/29/2021,to-read,to-read (#161),to-read,,,,0,0
